State,District,Market,Crop,Date,Min_Price_Rs_per_Quintal,Max_Price_Rs_per_Quintal,Modal_Price_Rs_per_Quintal
Telangana,Khammam,Agricultural Market,Groundnut,2022-05-01,5614.48,6590.91,6102.7
Telangana,Khammam,Agricultural Market,Groundnut,2022-06-01,5510.93,6469.35,5990.14
Telangana,Khammam,Main Market,Groundnut,2022-07-01,6224.53,7307.05,6765.79
Telangana,Khammam,Agricultural Market,Groundnut,2022-08-01,4864.95,5711.03,5287.99
Telangana,Khammam,Main Market,Groundnut,2022-09-01,4828.26,5667.96,5248.11
Telangana,Khammam,Agricultural Market,Groundnut,2022-10-01,5351.48,6282.17,5816.82
Telangana,Khammam,Central Mandi,Groundnut,2022-11-01,4572.84,5368.12,4970.48
Telangana,Khammam,Central Mandi,Groundnut,2022-12-01,4934.43,5792.6,5363.52
Telangana,Khammam,Central Mandi,Groundnut,2023-01-01,5115.03,6004.6,5559.82
Telangana,Khammam,Main Market,Groundnut,2023-02-01,5832.49,6846.84,6339.67
Telangana,Khammam,Agricultural Market,Groundnut,2023-03-01,6334.3,7435.92,6885.11
Telangana,Khammam,Central Mandi,Groundnut,2023-04-01,6290.69,7384.72,6837.7
Telangana,Khammam,Central Mandi,Groundnut,2023-05-01,6278.13,7369.98,6824.06
Telangana,Khammam,Agricultural Market,Groundnut,2023-06-01,5842.56,6858.65,6350.6
Telangana,Khammam,Agricultural Market,Groundnut,2023-07-01,5863.79,6883.58,6373.68
Telangana,Khammam,Agricultural Market,Groundnut,2023-08-01,4849.69,5693.11,5271.4
Telangana,Khammam,Main Market,Groundnut,2023-09-01,5012.25,5883.94,5448.1
Telangana,Khammam,Agricultural Market,Groundnut,2023-10-01,4846.33,5689.17,5267.75
Telangana,Khammam,Central Mandi,Groundnut,2023-11-01,4844.18,5686.65,5265.41
Telangana,Khammam,Main Market,Groundnut,2023-12-01,5570.58,6539.37,6054.97
Telangana,Khammam,Central Mandi,Groundnut,2024-01-01,5595.95,6569.16,6082.56
Telangana,Khammam,Agricultural Market,Groundnut,2024-02-01,6006.86,7051.53,6529.2
Telangana,Khammam,Central Mandi,Groundnut,2024-03-01,5706.98,6699.5,6203.24
Telangana,Khammam,Central Mandi,Groundnut,2024-04-01,6055.15,7108.22,6581.69
Telangana,Khammam,Central Mandi,Groundnut,2024-05-01,6250.17,7337.16,6793.67
Telangana,Khammam,Agricultural Market,Groundnut,2024-06-01,5780.78,6786.14,6283.46
Telangana,Khammam,Main Market,Groundnut,2024-07-01,5409.11,6349.82,5879.46
Telangana,Khammam,Central Mandi,Groundnut,2024-08-01,5537.16,6500.14,6018.65
Telangana,Khammam,Main Market,Groundnut,2024-09-01,5188.83,6091.23,5640.03
Telangana,Khammam,Central Mandi,Groundnut,2024-10-01,4955.0,5816.74,5385.87
Telangana,Khammam,Agricultural Market,Groundnut,2024-11-01,5304.85,6227.44,5766.15
Telangana,Khammam,Agricultural Market,Groundnut,2024-12-01,5568.94,6537.45,6053.2
Telangana,Khammam,Main Market,Groundnut,2025-01-01,6090.96,7150.26,6620.61
Telangana,Khammam,Central Mandi,Groundnut,2025-02-01,6200.75,7279.14,6739.94
Telangana,Khammam,Main Market,Groundnut,2025-03-01,6480.64,7607.7,7044.17
Telangana,Khammam,Agricultural Market,Groundnut,2025-04-01,6907.46,8108.76,7508.11
Telangana,Khammam,Central Mandi,Groundnut,2025-05-01,6359.44,7465.43,6912.44
Telangana,Khammam,Central Mandi,Groundnut,2025-06-01,6382.86,7492.92,6937.89
Telangana,Khammam,Central Mandi,Groundnut,2025-07-01,6036.93,7086.83,6561.88
Telangana,Khammam,Central Mandi,Groundnut,2025-08-01,5605.32,6580.16,6092.74
Telangana,Khammam,Main Market,Groundnut,2025-09-01,5220.85,6128.83,5674.84
Telangana,Khammam,Agricultural Market,Groundnut,2025-10-01,5593.36,6566.11,6079.74
Telangana,Khammam,Agricultural Market,Groundnut,2025-11-01,5427.05,6370.88,5898.97
Telangana,Khammam,Agricultural Market,Groundnut,2025-12-01,5143.43,6037.94,5590.68
Telangana,Khammam,Main Market,Chilli,2020-01-01,9625.59,11299.6,10462.59
Telangana,Khammam,Main Market,Chilli,2020-02-01,10291.94,12081.84,11186.89
Telangana,Khammam,Agricultural Market,Chilli,2020-03-01,10926.61,12826.9,11876.75
Telangana,Khammam,Agricultural Market,Chilli,2020-04-01,11012.38,12927.57,11969.98
Telangana,Khammam,Main Market,Chilli,2020-05-01,10547.35,12381.67,11464.51
Telangana,Khammam,Agricultural Market,Chilli,2020-06-01,10262.16,12046.88,11154.52
Telangana,Khammam,Main Market,Chilli,2020-07-01,9532.13,11189.89,10361.01
Telangana,Khammam,Main Market,Chilli,2020-08-01,8656.54,10162.03,9409.29
Telangana,Khammam,Central Mandi,Chilli,2020-09-01,8352.91,9805.59,9079.25
Telangana,Khammam,Central Mandi,Chilli,2020-10-01,8847.26,10385.91,9616.58
Telangana,Khammam,Agricultural Market,Chilli,2020-11-01,8498.08,9976.01,9237.04
Telangana,Khammam,Main Market,Chilli,2020-12-01,8856.62,10396.9,9626.76
Telangana,Khammam,Main Market,Chilli,2021-01-01,10860.87,12749.72,11805.3
Telangana,Khammam,Central Mandi,Chilli,2021-02-01,10396.72,12204.84,11300.78
Telangana,Khammam,Central Mandi,Chilli,2021-03-01,10825.06,12707.68,11766.37
Telangana,Khammam,Main Market,Chilli,2021-04-01,11031.56,12950.1,11990.83
Telangana,Khammam,Agricultural Market,Chilli,2021-05-01,10632.62,12481.78,11557.2
Telangana,Khammam,Main Market,Chilli,2021-06-01,11043.61,12964.24,12003.92
Telangana,Khammam,Agricultural Market,Chilli,2021-07-01,10048.46,11796.02,10922.24
Telangana,Khammam,Agricultural Market,Chilli,2021-08-01,8955.42,10512.89,9734.15
Telangana,Khammam,Main Market,Chilli,2021-09-01,8588.01,10081.58,9334.8
Telangana,Khammam,Central Mandi,Chilli,2021-10-01,8905.15,10453.87,9679.51
Telangana,Khammam,Main Market,Chilli,2021-11-01,8522.75,10004.97,9263.86
Telangana,Khammam,Agricultural Market,Chilli,2021-12-01,8664.3,10171.13,9417.72
Telangana,Khammam,Central Mandi,Chilli,2022-01-01,10412.52,12223.39,11317.96
Telangana,Khammam,Main Market,Chilli,2022-02-01,10666.29,12521.29,11593.79
Telangana,Khammam,Main Market,Chilli,2022-03-01,11623.08,13644.48,12633.78
Telangana,Khammam,Agricultural Market,Chilli,2022-04-01,11074.51,13000.52,12037.51
Telangana,Khammam,Agricultural Market,Chilli,2022-05-01,10398.98,12207.49,11303.23
Telangana,Khammam,Main Market,Chilli,2022-06-01,10646.54,12498.12,11572.33
Telangana,Khammam,Agricultural Market,Chilli,2022-07-01,10182.86,11953.8,11068.33
Telangana,Khammam,Agricultural Market,Chilli,2022-08-01,9363.08,10991.45,10177.26
Telangana,Khammam,Main Market,Chilli,2022-09-01,9295.27,10911.84,10103.56
Telangana,Khammam,Agricultural Market,Chilli,2022-10-01,9095.52,10677.35,9886.44
Telangana,Khammam,Main Market,Chilli,2022-11-01,9075.85,10654.26,9865.05
Telangana,Khammam,Central Mandi,Chilli,2022-12-01,8920.74,10472.17,9696.46
Telangana,Khammam,Main Market,Chilli,2023-01-01,10103.43,11860.55,10981.99
Telangana,Khammam,Agricultural Market,Chilli,2023-02-01,11080.38,13007.4,12043.89
Telangana,Khammam,Central Mandi,Chilli,2023-03-01,11502.98,13503.5,12503.24
Telangana,Khammam,Central Mandi,Chilli,2023-04-01,10793.89,12671.09,11732.49
Telangana,Khammam,Main Market,Chilli,2023-05-01,12181.65,14300.2,13240.93
Telangana,Khammam,Main Market,Chilli,2023-06-01,12274.95,14409.72,13342.33
Telangana,Khammam,Main Market,Chilli,2023-07-01,10377.91,12182.77,11280.34
Telangana,Khammam,Main Market,Chilli,2023-08-01,8779.61,10306.49,9543.05
Telangana,Khammam,Main Market,Chilli,2023-09-01,8871.35,10414.19,9642.77
Telangana,Khammam,Main Market,Chilli,2023-10-01,8697.38,10209.97,9453.68
Telangana,Khammam,Agricultural Market,Chilli,2023-11-01,10105.17,11862.59,10983.88
Telangana,Khammam,Agricultural Market,Chilli,2023-12-01,9748.24,11443.59,10595.92
Telangana,Khammam,Main Market,Chilli,2024-01-01,11238.6,13193.14,12215.87
Telangana,Khammam,Central Mandi,Chilli,2024-02-01,10744.31,12612.89,11678.6
Telangana,Khammam,Main Market,Chilli,2024-03-01,10454.74,12272.96,11363.85
Telangana,Khammam,Agricultural Market,Chilli,2024-04-01,11858.66,13921.04,12889.85
Telangana,Khammam,Central Mandi,Chilli,2024-05-01,11039.51,12959.43,11999.47
Telangana,Khammam,Central Mandi,Chilli,2024-06-01,10394.49,12202.23,11298.36
Telangana,Khammam,Agricultural Market,Chilli,2024-07-01,9874.36,11591.64,10733.0
Telangana,Khammam,Main Market,Chilli,2024-08-01,10338.35,12136.32,11237.34
Telangana,Khammam,Main Market,Chilli,2024-09-01,9536.55,11195.09,10365.82
Telangana,Khammam,Main Market,Chilli,2024-10-01,9932.99,11660.47,10796.73
Telangana,Khammam,Main Market,Chilli,2024-11-01,10290.76,12080.46,11185.61
Telangana,Khammam,Main Market,Chilli,2024-12-01,9509.13,11162.89,10336.01
Telangana,Khammam,Central Mandi,Chilli,2025-01-01,11219.98,13171.29,12195.63
Telangana,Khammam,Agricultural Market,Chilli,2025-02-01,10857.48,12745.74,11801.61
Telangana,Khammam,Agricultural Market,Chilli,2025-03-01,11278.13,13239.54,12258.83
Telangana,Khammam,Central Mandi,Chilli,2025-04-01,13355.44,15678.12,14516.78
Telangana,Khammam,Agricultural Market,Chilli,2025-05-01,13125.69,15408.42,14267.05
Telangana,Khammam,Agricultural Market,Chilli,2025-06-01,12173.11,14290.17,13231.64
Telangana,Khammam,Central Mandi,Chilli,2025-07-01,11632.02,13654.99,12643.5
Telangana,Khammam,Main Market,Chilli,2025-08-01,9883.68,11602.58,10743.13
Telangana,Khammam,Agricultural Market,Chilli,2025-09-01,9145.76,10736.32,9941.04
Telangana,Khammam,Central Mandi,Chilli,2025-10-01,8839.33,10376.6,9607.96
Telangana,Khammam,Main Market,Chilli,2025-11-01,9190.68,10789.06,9989.87
Telangana,Khammam,Central Mandi,Chilli,2025-12-01,10441.51,12257.43,11349.47
Karnataka,Mysuru,Central Mandi,Rice,2020-01-01,1947.87,2286.63,2117.25
Karnataka,Mysuru,Main Market,Rice,2020-02-01,2144.36,2517.29,2330.83
Karnataka,Mysuru,Main Market,Rice,2020-03-01,2241.81,2631.69,2436.75
Karnataka,Mysuru,Agricultural Market,Rice,2020-04-01,2507.05,2943.05,2725.05
Karnataka,Mysuru,Main Market,Rice,2020-05-01,2407.28,2825.94,2616.61
Karnataka,Mysuru,Agricultural Market,Rice,2020-06-01,2172.84,2550.73,2361.78
Karnataka,Mysuru,Agricultural Market,Rice,2020-07-01,1802.97,2116.52,1959.74
Karnataka,Mysuru,Central Mandi,Rice,2020-08-01,2039.21,2393.85,2216.53
Karnataka,Mysuru,Main Market,Rice,2020-09-01,1942.57,2280.41,2111.49
Karnataka,Mysuru,Agricultural Market,Rice,2020-10-01,1739.51,2042.03,1890.77
Karnataka,Mysuru,Agricultural Market,Rice,2020-11-01,1723.27,2022.97,1873.12
Karnataka,Mysuru,Agricultural Market,Rice,2020-12-01,1914.34,2247.27,2080.8
Karnataka,Mysuru,Main Market,Rice,2021-01-01,2074.77,2435.6,2255.18
Karnataka,Mysuru,Central Mandi,Rice,2021-02-01,2117.6,2485.88,2301.74
Karnataka,Mysuru,Main Market,Rice,2021-03-01,2445.19,2870.44,2657.81
Karnataka,Mysuru,Agricultural Market,Rice,2021-04-01,2390.96,2806.78,2598.87
Karnataka,Mysuru,Agricultural Market,Rice,2021-05-01,2321.76,2725.54,2523.65
Karnataka,Mysuru,Agricultural Market,Rice,2021-06-01,2153.61,2528.15,2340.88
Karnataka,Mysuru,Main Market,Rice,2021-07-01,2137.14,2508.81,2322.97
Karnataka,Mysuru,Main Market,Rice,2021-08-01,1964.0,2305.56,2134.78
Karnataka,Mysuru,Agricultural Market,Rice,2021-09-01,1784.94,2095.36,1940.15
Karnataka,Mysuru,Main Market,Rice,2021-10-01,2011.84,2361.72,2186.78
Karnataka,Mysuru,Central Mandi,Rice,2021-11-01,1800.89,2114.09,1957.49
Karnataka,Mysuru,Central Mandi,Rice,2021-12-01,1887.35,2215.59,2051.47
Karnataka,Mysuru,Main Market,Rice,2022-01-01,2145.53,2518.67,2332.1
Karnataka,Mysuru,Agricultural Market,Rice,2022-02-01,2176.12,2554.58,2365.35
Karnataka,Mysuru,Main Market,Rice,2022-03-01,2407.31,2825.97,2616.64
Karnataka,Mysuru,Agricultural Market,Rice,2022-04-01,2347.03,2755.21,2551.12
Karnataka,Mysuru,Central Mandi,Rice,2022-05-01,2586.58,3036.42,2811.5
Karnataka,Mysuru,Central Mandi,Rice,2022-06-01,1987.39,2333.02,2160.21
Karnataka,Mysuru,Main Market,Rice,2022-07-01,2104.05,2469.97,2287.01
Karnataka,Mysuru,Agricultural Market,Rice,2022-08-01,2066.18,2425.52,2245.85
Karnataka,Mysuru,Agricultural Market,Rice,2022-09-01,2056.72,2414.41,2235.56
Karnataka,Mysuru,Agricultural Market,Rice,2022-10-01,1701.86,1997.83,1849.84
Karnataka,Mysuru,Central Mandi,Rice,2022-11-01,1894.29,2223.73,2059.01
Karnataka,Mysuru,Main Market,Rice,2022-12-01,1975.93,2319.57,2147.75
Karnataka,Mysuru,Main Market,Rice,2023-01-01,2328.11,2733.0,2530.55
Karnataka,Mysuru,Main Market,Rice,2023-02-01,2106.05,2472.32,2289.18
Karnataka,Mysuru,Agricultural Market,Rice,2023-03-01,2351.16,2760.06,2555.61
Karnataka,Mysuru,Main Market,Rice,2023-04-01,2334.75,2740.79,2537.77
Karnataka,Mysuru,Central Mandi,Rice,2023-05-01,2592.43,3043.28,2817.85
Karnataka,Mysuru,Main Market,Rice,2023-06-01,2330.26,2735.52,2532.89
Karnataka,Mysuru,Main Market,Rice,2023-07-01,2228.07,2615.56,2421.82
Karnataka,Mysuru,Main Market,Rice,2023-08-01,1932.18,2268.22,2100.2
Karnataka,Mysuru,Main Market,Rice,2023-09-01,1914.47,2247.42,2080.94
Karnataka,Mysuru,Central Mandi,Rice,2023-10-01,1877.27,2203.75,2040.51
Karnataka,Mysuru,Central Mandi,Rice,2023-11-01,1883.98,2211.63,2047.81
Karnataka,Mysuru,Central Mandi,Rice,2023-12-01,2147.89,2521.44,2334.67
Karnataka,Mysuru,Central Mandi,Rice,2024-01-01,2308.43,2709.9,2509.16
Karnataka,Mysuru,Agricultural Market,Rice,2024-02-01,2652.88,3114.25,2883.56
Karnataka,Mysuru,Agricultural Market,Rice,2024-03-01,2488.4,2921.16,2704.78
Karnataka,Mysuru,Central Mandi,Rice,2024-04-01,2402.65,2820.51,2611.58
Karnataka,Mysuru,Main Market,Rice,2024-05-01,2229.76,2617.55,2423.65
Karnataka,Mysuru,Main Market,Rice,2024-06-01,2478.61,2909.68,2694.14
Karnataka,Mysuru,Main Market,Rice,2024-07-01,2152.9,2527.32,2340.11
Karnataka,Mysuru,Agricultural Market,Rice,2024-08-01,2170.89,2548.43,2359.66
Karnataka,Mysuru,Main Market,Rice,2024-09-01,2071.4,2431.65,2251.52
Karnataka,Mysuru,Agricultural Market,Rice,2024-10-01,1779.05,2088.45,1933.75
Karnataka,Mysuru,Central Mandi,Rice,2024-11-01,2008.9,2358.27,2183.58
Karnataka,Mysuru,Main Market,Rice,2024-12-01,2022.16,2373.84,2198.0
Karnataka,Mysuru,Agricultural Market,Rice,2025-01-01,2466.78,2895.79,2681.29
Karnataka,Mysuru,Agricultural Market,Rice,2025-02-01,2565.82,3012.04,2788.93
Karnataka,Mysuru,Agricultural Market,Rice,2025-03-01,2356.49,2766.32,2561.4
Karnataka,Mysuru,Agricultural Market,Rice,2025-04-01,2371.46,2783.89,2577.67
Karnataka,Mysuru,Main Market,Rice,2025-05-01,2584.04,3033.44,2808.74
Karnataka,Mysuru,Main Market,Rice,2025-06-01,2331.84,2737.37,2534.61
Karnataka,Mysuru,Central Mandi,Rice,2025-07-01,2479.51,2910.73,2695.12
Karnataka,Mysuru,Central Mandi,Rice,2025-08-01,2049.68,2406.15,2227.92
Karnataka,Mysuru,Agricultural Market,Rice,2025-09-01,1990.74,2336.96,2163.85
Karnataka,Mysuru,Main Market,Rice,2025-10-01,2096.77,2461.43,2279.1
Karnataka,Mysuru,Central Mandi,Rice,2025-11-01,1793.16,2105.01,1949.08
Karnataka,Mysuru,Central Mandi,Rice,2025-12-01,2114.41,2482.14,2298.28
Karnataka,Mysuru,Central Mandi,Maize,2020-01-01,1723.09,2022.76,1872.92
Karnataka,Mysuru,Central Mandi,Maize,2020-02-01,1827.71,2145.57,1986.64
Karnataka,Mysuru,Agricultural Market,Maize,2020-03-01,1814.11,2129.61,1971.86
Karnataka,Mysuru,Main Market,Maize,2020-04-01,2018.22,2369.21,2193.71
Karnataka,Mysuru,Central Mandi,Maize,2020-05-01,2056.6,2414.27,2235.44
Karnataka,Mysuru,Central Mandi,Maize,2020-06-01,1938.34,2275.44,2106.89
Karnataka,Mysuru,Central Mandi,Maize,2020-07-01,1714.69,2012.9,1863.8
Karnataka,Mysuru,Central Mandi,Maize,2020-08-01,1708.78,2005.95,1857.36
Karnataka,Mysuru,Main Market,Maize,2020-09-01,1638.39,1923.33,1780.86
Karnataka,Mysuru,Main Market,Maize,2020-10-01,1470.65,1726.41,1598.53
Karnataka,Mysuru,Agricultural Market,Maize,2020-11-01,1706.66,2003.47,1855.06
Karnataka,Mysuru,Agricultural Market,Maize,2020-12-01,1565.79,1838.1,1701.94
Karnataka,Mysuru,Central Mandi,Maize,2021-01-01,1637.0,1921.69,1779.35
Karnataka,Mysuru,Main Market,Maize,2021-02-01,1946.72,2285.28,2116.0
Karnataka,Mysuru,Agricultural Market,Maize,2021-03-01,1999.88,2347.69,2173.78
Karnataka,Mysuru,Main Market,Maize,2021-04-01,1955.98,2296.15,2126.07
Karnataka,Mysuru,Agricultural Market,Maize,2021-05-01,1940.66,2278.17,2109.41
Karnataka,Mysuru,Agricultural Market,Maize,2021-06-01,1993.43,2340.11,2166.77
Karnataka,Mysuru,Central Mandi,Maize,2021-07-01,1687.56,1981.05,1834.31
Karnataka,Mysuru,Agricultural Market,Maize,2021-08-01,1764.28,2071.12,1917.7
Karnataka,Mysuru,Central Mandi,Maize,2021-09-01,1506.24,1768.19,1637.22
Karnataka,Mysuru,Agricultural Market,Maize,2021-10-01,1585.59,1861.34,1723.47
Karnataka,Mysuru,Agricultural Market,Maize,2021-11-01,1576.5,1850.67,1713.59
Karnataka,Mysuru,Central Mandi,Maize,2021-12-01,1671.61,1962.33,1816.97
Karnataka,Mysuru,Agricultural Market,Maize,2022-01-01,1923.38,2257.88,2090.63
Karnataka,Mysuru,Central Mandi,Maize,2022-02-01,1980.53,2324.97,2152.75
Karnataka,Mysuru,Main Market,Maize,2022-03-01,2048.14,2404.34,2226.24
Karnataka,Mysuru,Central Mandi,Maize,2022-04-01,1804.05,2117.8,1960.93
Karnataka,Mysuru,Central Mandi,Maize,2022-05-01,2083.03,2445.3,2264.17
Karnataka,Mysuru,Main Market,Maize,2022-06-01,1967.11,2309.22,2138.16
Karnataka,Mysuru,Agricultural Market,Maize,2022-07-01,1842.48,2162.91,2002.69
Karnataka,Mysuru,Main Market,Maize,2022-08-01,1740.14,2042.77,1891.46
Karnataka,Mysuru,Central Mandi,Maize,2022-09-01,1380.28,1620.33,1500.31
Karnataka,Mysuru,Main Market,Maize,2022-10-01,1513.54,1776.76,1645.15
Karnataka,Mysuru,Agricultural Market,Maize,2022-11-01,1563.35,1835.24,1699.29
Karnataka,Mysuru,Agricultural Market,Maize,2022-12-01,1718.13,2016.94,1867.53
Karnataka,Mysuru,Agricultural Market,Maize,2023-01-01,1735.9,2037.8,1886.85
Karnataka,Mysuru,Main Market,Maize,2023-02-01,1986.59,2332.08,2159.33
Karnataka,Mysuru,Main Market,Maize,2023-03-01,1982.46,2327.24,2154.85
Karnataka,Mysuru,Central Mandi,Maize,2023-04-01,2086.14,2448.94,2267.54
Karnataka,Mysuru,Agricultural Market,Maize,2023-05-01,1909.73,2241.85,2075.79
Karnataka,Mysuru,Central Mandi,Maize,2023-06-01,2061.76,2420.33,2241.04
Karnataka,Mysuru,Agricultural Market,Maize,2023-07-01,2059.38,2417.53,2238.45
Karnataka,Mysuru,Main Market,Maize,2023-08-01,1830.82,2149.23,1990.02
Karnataka,Mysuru,Main Market,Maize,2023-09-01,1602.56,1881.26,1741.91
Karnataka,Mysuru,Main Market,Maize,2023-10-01,1782.38,2092.36,1937.37
Karnataka,Mysuru,Agricultural Market,Maize,2023-11-01,1673.46,1964.5,1818.98
Karnataka,Mysuru,Main Market,Maize,2023-12-01,1722.38,2021.92,1872.15
Karnataka,Mysuru,Agricultural Market,Maize,2024-01-01,2039.95,2394.72,2217.33
Karnataka,Mysuru,Central Mandi,Maize,2024-02-01,2101.68,2467.19,2284.44
Karnataka,Mysuru,Agricultural Market,Maize,2024-03-01,2249.77,2641.03,2445.4
Karnataka,Mysuru,Main Market,Maize,2024-04-01,1954.11,2293.96,2124.03
Karnataka,Mysuru,Agricultural Market,Maize,2024-05-01,2025.03,2377.21,2201.12
Karnataka,Mysuru,Main Market,Maize,2024-06-01,2007.63,2356.78,2182.2
Karnataka,Mysuru,Agricultural Market,Maize,2024-07-01,2021.98,2373.63,2197.8
Karnataka,Mysuru,Main Market,Maize,2024-08-01,1711.09,2008.67,1859.88
Karnataka,Mysuru,Main Market,Maize,2024-09-01,1610.52,1890.61,1750.56
Karnataka,Mysuru,Main Market,Maize,2024-10-01,1752.0,2056.7,1904.35
Karnataka,Mysuru,Main Market,Maize,2024-11-01,1627.59,1910.65,1769.12
Karnataka,Mysuru,Main Market,Maize,2024-12-01,1735.09,2036.85,1885.97
Karnataka,Mysuru,Central Mandi,Maize,2025-01-01,1941.32,2278.94,2110.13
Karnataka,Mysuru,Central Mandi,Maize,2025-02-01,2167.88,2544.9,2356.39
Karnataka,Mysuru,Agricultural Market,Maize,2025-03-01,2205.83,2589.45,2397.64
Karnataka,Mysuru,Main Market,Maize,2025-04-01,1974.69,2318.12,2146.4
Karnataka,Mysuru,Agricultural Market,Maize,2025-05-01,2072.95,2433.46,2253.2
Karnataka,Mysuru,Agricultural Market,Maize,2025-06-01,2165.3,2541.88,2353.59
Karnataka,Mysuru,Main Market,Maize,2025-07-01,1850.8,2172.67,2011.73
Karnataka,Mysuru,Main Market,Maize,2025-08-01,1691.9,1986.14,1839.02
Karnataka,Mysuru,Agricultural Market,Maize,2025-09-01,1689.32,1983.11,1836.21
Karnataka,Mysuru,Central Mandi,Maize,2025-10-01,1875.2,2201.32,2038.26
Karnataka,Mysuru,Main Market,Maize,2025-11-01,1785.46,2095.98,1940.72
Karnataka,Mysuru,Main Market,Maize,2025-12-01,1812.59,2127.82,1970.21
Karnataka,Mysuru,Central Mandi,Cotton,2020-01-01,6557.32,7697.72,7127.52
Karnataka,Mysuru,Central Mandi,Cotton,2020-02-01,6960.55,8171.08,7565.82
Karnataka,Mysuru,Central Mandi,Cotton,2020-03-01,6976.53,8189.84,7583.19
Karnataka,Mysuru,Main Market,Cotton,2020-04-01,6444.03,7564.73,7004.38
Karnataka,Mysuru,Central Mandi,Cotton,2020-05-01,7141.29,8383.26,7762.28
Karnataka,Mysuru,Agricultural Market,Cotton,2020-06-01,6494.4,7623.86,7059.13
Karnataka,Mysuru,Agricultural Market,Cotton,2020-07-01,6719.17,7887.72,7303.45
Karnataka,Mysuru,Main Market,Cotton,2020-08-01,5624.34,6602.49,6113.42
Karnataka,Mysuru,Central Mandi,Cotton,2020-09-01,5656.22,6639.91,6148.06
Karnataka,Mysuru,Central Mandi,Cotton,2020-10-01,5947.87,6982.29,6465.08
Karnataka,Mysuru,Central Mandi,Cotton,2020-11-01,5991.65,7033.67,6512.66
Karnataka,Mysuru,Main Market,Cotton,2020-12-01,6325.79,7425.93,6875.86
Karnataka,Mysuru,Main Market,Cotton,2021-01-01,6389.71,7500.96,6945.34
Karnataka,Mysuru,Main Market,Cotton,2021-02-01,6626.98,7779.5,7203.24
Karnataka,Mysuru,Main Market,Cotton,2021-03-01,6931.85,8137.39,7534.62
Karnataka,Mysuru,Main Market,Cotton,2021-04-01,7668.43,9002.07,8335.25
Karnataka,Mysuru,Agricultural Market,Cotton,2021-05-01,7637.43,8965.68,8301.56
Karnataka,Mysuru,Main Market,Cotton,2021-06-01,6314.0,7412.09,6863.04
Karnataka,Mysuru,Main Market,Cotton,2021-07-01,6517.34,7650.79,7084.06
Karnataka,Mysuru,Main Market,Cotton,2021-08-01,6298.57,7393.97,6846.27
Karnataka,Mysuru,Main Market,Cotton,2021-09-01,5752.12,6752.49,6252.3
Karnataka,Mysuru,Central Mandi,Cotton,2021-10-01,5932.34,6964.05,6448.19
Karnataka,Mysuru,Central Mandi,Cotton,2021-11-01,5871.75,6892.92,6382.33
Karnataka,Mysuru,Central Mandi,Cotton,2021-12-01,6226.88,7309.81,6768.34
Karnataka,Mysuru,Main Market,Cotton,2022-01-01,6511.87,7644.37,7078.12
Karnataka,Mysuru,Central Mandi,Cotton,2022-02-01,7188.62,8438.81,7813.71
Karnataka,Mysuru,Central Mandi,Cotton,2022-03-01,7572.97,8890.01,8231.49
Karnataka,Mysuru,Agricultural Market,Cotton,2022-04-01,6861.57,8054.88,7458.22
Karnataka,Mysuru,Main Market,Cotton,2022-05-01,7522.37,8830.61,8176.49
Karnataka,Mysuru,Agricultural Market,Cotton,2022-06-01,6690.97,7854.62,7272.8
Karnataka,Mysuru,Agricultural Market,Cotton,2022-07-01,6437.19,7556.7,6996.94
Karnataka,Mysuru,Central Mandi,Cotton,2022-08-01,6862.41,8055.87,7459.14
Karnataka,Mysuru,Agricultural Market,Cotton,2022-09-01,6085.63,7144.0,6614.82
Karnataka,Mysuru,Agricultural Market,Cotton,2022-10-01,5957.5,6993.58,6475.54
Karnataka,Mysuru,Agricultural Market,Cotton,2022-11-01,6272.02,7362.81,6817.42
Karnataka,Mysuru,Main Market,Cotton,2022-12-01,6071.86,7127.83,6599.84
Karnataka,Mysuru,Agricultural Market,Cotton,2023-01-01,7189.85,8440.26,7815.05
Karnataka,Mysuru,Agricultural Market,Cotton,2023-02-01,7594.39,8915.15,8254.77
Karnataka,Mysuru,Central Mandi,Cotton,2023-03-01,6528.07,7663.39,7095.73
Karnataka,Mysuru,Agricultural Market,Cotton,2023-04-01,7523.22,8831.61,8177.41
Karnataka,Mysuru,Main Market,Cotton,2023-05-01,6931.6,8137.1,7534.35
Karnataka,Mysuru,Agricultural Market,Cotton,2023-06-01,7844.94,9209.27,8527.1
Karnataka,Mysuru,Central Mandi,Cotton,2023-07-01,6778.56,7957.44,7368.0
Karnataka,Mysuru,Central Mandi,Cotton,2023-08-01,6436.7,7556.13,6996.41
Karnataka,Mysuru,Central Mandi,Cotton,2023-09-01,6734.16,7905.32,7319.74
Karnataka,Mysuru,Main Market,Cotton,2023-10-01,6296.3,7391.31,6843.81
Karnataka,Mysuru,Agricultural Market,Cotton,2023-11-01,5853.65,6871.68,6362.67
Karnataka,Mysuru,Main Market,Cotton,2023-12-01,5984.26,7025.0,6504.63
Karnataka,Mysuru,Central Mandi,Cotton,2024-01-01,7261.93,8524.88,7893.4
Karnataka,Mysuru,Agricultural Market,Cotton,2024-02-01,8075.59,9480.04,8777.82
Karnataka,Mysuru,Central Mandi,Cotton,2024-03-01,7707.55,9047.99,8377.77
Karnataka,Mysuru,Agricultural Market,Cotton,2024-04-01,7432.28,8724.85,8078.56
