State,District,Year,Month,Rainfall_mm,Temperature_C,Humidity_Percent
Maharashtra,Nagpur,2020,3,104.1,26.3,84.8
Maharashtra,Nagpur,2020,4,16.0,27.1,53.0
Maharashtra,Nagpur,2020,5,11.0,34.3,54.4
Maharashtra,Nagpur,2020,6,89.4,28.2,60.3
Maharashtra,Nagpur,2020,7,155.9,21.3,63.1
Maharashtra,Nagpur,2020,8,132.8,25.1,72.4
Maharashtra,Nagpur,2020,9,153.7,27.5,69.1
Maharashtra,Nagpur,2020,10,98.1,23.4,67.2
Maharashtra,Nagpur,2020,11,23.9,24.7,46.4
Maharashtra,Nagpur,2020,12,0.0,26.0,49.9
Maharashtra,Nagpur,2021,1,91.8,24.8,66.0
Maharashtra,Nagpur,2021,2,63.3,26.0,66.6
Maharashtra,Nagpur,2021,3,2.6,37.1,57.9
Maharashtra,Nagpur,2021,4,63.0,25.4,63.4
Maharashtra,Nagpur,2021,5,98.9,31.5,71.7
Maharashtra,Nagpur,2021,6,86.6,27.4,62.6
Maharashtra,Nagpur,2021,7,59.5,27.3,72.3
Maharashtra,Nagpur,2021,8,125.8,24.2,70.0
Maharashtra,Nagpur,2021,9,84.9,23.2,81.3
Maharashtra,Nagpur,2021,10,29.3,26.3,61.7
Maharashtra,Nagpur,2021,11,29.7,25.6,46.3
Maharashtra,Nagpur,2021,12,0.0,22.6,59.8
Maharashtra,Nagpur,2022,1,27.5,22.8,59.6
Maharashtra,Nagpur,2022,2,44.0,23.3,54.8
Maharashtra,Nagpur,2022,3,44.1,25.9,59.5
Maharashtra,Nagpur,2022,4,35.5,25.5,56.8
Maharashtra,Nagpur,2022,5,37.8,26.4,50.6
Maharashtra,Nagpur,2022,6,64.7,26.9,67.9
Maharashtra,Nagpur,2022,7,80.9,21.3,62.5
Maharashtra,Nagpur,2022,8,85.4,27.0,72.8
Maharashtra,Nagpur,2022,9,129.3,23.2,69.1
Maharashtra,Nagpur,2022,10,0.0,26.1,59.9
Maharashtra,Nagpur,2022,11,12.7,25.7,42.9
Maharashtra,Nagpur,2022,12,0.0,26.9,59.1
Maharashtra,Nagpur,2023,1,10.6,27.0,56.1
Maharashtra,Nagpur,2023,2,7.4,24.5,51.4
Maharashtra,Nagpur,2023,3,0.0,31.1,50.5
Maharashtra,Nagpur,2023,4,0.0,24.2,33.9
Maharashtra,Nagpur,2023,5,49.6,30.0,64.5
Maharashtra,Nagpur,2023,6,94.8,27.2,63.9
Maharashtra,Nagpur,2023,7,85.4,27.8,67.8
Maharashtra,Nagpur,2023,8,113.2,23.9,78.6
Maharashtra,Nagpur,2023,9,33.3,21.9,58.0
Maharashtra,Nagpur,2023,10,86.3,24.4,61.3
Maharashtra,Nagpur,2023,11,60.0,25.8,78.3
Maharashtra,Nagpur,2023,12,0.0,28.0,42.6
Maharashtra,Nagpur,2024,1,14.9,26.0,56.5
Maharashtra,Nagpur,2024,2,62.1,20.4,69.1
Maharashtra,Nagpur,2024,3,67.0,28.1,58.9
Maharashtra,Nagpur,2024,4,60.3,26.4,61.4
Maharashtra,Nagpur,2024,5,0.0,27.5,56.5
Maharashtra,Nagpur,2024,6,55.6,25.3,62.4
Maharashtra,Nagpur,2024,7,66.6,25.1,70.9
Maharashtra,Nagpur,2024,8,107.8,25.6,81.4
Maharashtra,Nagpur,2024,9,114.8,27.0,64.7
Maharashtra,Nagpur,2024,10,58.0,23.8,71.3
Maharashtra,Nagpur,2024,11,0.0,25.4,47.2
Maharashtra,Nagpur,2024,12,57.8,27.2,64.3
Maharashtra,Nagpur,2025,1,96.7,24.3,55.1
Maharashtra,Nagpur,2025,2,0.0,22.4,58.0
Maharashtra,Nagpur,2025,3,0.0,26.7,57.5
Maharashtra,Nagpur,2025,4,29.9,28.0,56.0
Maharashtra,Nagpur,2025,5,12.0,24.0,51.8
Maharashtra,Nagpur,2025,6,116.4,27.7,71.1
Maharashtra,Nagpur,2025,7,79.5,27.5,47.5
Maharashtra,Nagpur,2025,8,105.0,28.4,80.0
Maharashtra,Nagpur,2025,9,91.9,21.7,78.9
Maharashtra,Nagpur,2025,10,23.2,24.6,47.9
Maharashtra,Nagpur,2025,11,0.0,26.4,60.4
Maharashtra,Nagpur,2025,12,32.1,23.1,46.5
