Year,Area_Hectares,Annual_Rainfall_mm,Avg_Temperature_C,Avg_Humidity_Percent,Avg_Modal_Price,Yield_Tonnes_Per_Hectare,Rainfall_per_Hectare,Price_Yield_Ratio,Years_From_2020,State_Karnataka,State_Maharashtra,State_Telangana,District_Dharwad,District_Guntur,District_Karimnagar,District_Khammam,District_Krishna,District_Kurnool,District_Mysuru,District_Nagpur,District_Nalgonda,District_Nashik,District_Prakasam,District_Pune,District_Warangal,Crop_Cotton,Crop_Groundnut,Crop_Maize,Crop_Rice
2021,17808,680.0,25.816666666666663,56.69166666666666,5763.025000000001,2.87,0.038185085354896675,2008.0226480836238,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2022,28752,630.7,25.45,60.3,5918.949166666666,2.378,0.021935865331107404,2489.045065881693,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023,23435,610.6,25.65833333333333,59.66666666666666,6038.126666666667,2.842,0.026055045871559632,2124.604738447103,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024,28365,594.0,26.28333333333333,60.425,6173.675833333334,2.31,0.020941300898995242,2672.586940836941,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025,12184,638.5,26.575,61.675,6327.963333333333,1.746,0.05240479317137229,3624.2630775105,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,17875,495.9,26.133333333333336,55.44166666666666,10856.5875,2.082,0.02774265734265734,5214.499279538905,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,19060,680.0,25.816666666666663,56.69166666666666,10857.863333333333,1.787,0.035676810073452254,6076.028725983958,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,16664,630.7,25.45,60.3,11057.010833333334,1.222,0.037848055688910226,9048.290370976541,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,24065,610.6,25.65833333333333,59.66666666666666,11328.7575,1.293,0.025372948265115314,8761.606728538283,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024,10941,594.0,26.28333333333333,60.425,11582.444166666666,1.801,0.05429119824513299,6431.118360170276,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025,16555,638.5,26.575,61.675,11937.685833333337,2.07,0.03856840833585019,5766.997987117555,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,11819,604.0,25.35,58.375,2156.5275,4.327,0.05110415432777731,498.3886064247747,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,22717,621.1999999999999,24.98333333333333,62.60833333333333,2207.403333333333,4.415,0.027345160012325568,499.9781049452623,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2022,9853,696.9,26.23333333333333,59.00833333333333,2315.3975,3.913,0.07072972698670456,591.7192691029901,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023,12715,539.0,26.791666666666668,58.59166666666667,2359.5466666666666,4.064,0.042390876917027136,580.5971128608924,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024,20850,499.0,25.675,56.90833333333333,2383.8775,3.99,0.02393285371702638,597.4630325814536,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025,12617,631.6,26.35,57.875,2468.5141666666664,4.638,0.050059443607830705,532.2367759091562,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,14130,604.0,25.35,58.375,1915.2375,4.243,0.04274593064401982,451.3875795427763,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021,29354,621.1999999999999,24.98333333333333,62.60833333333333,1941.9566666666667,4.003,0.02116236288069769,485.12532267466065,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022,13363,696.9,26.23333333333333,59.00833333333333,1985.368333333333,3.592,0.05215146299483649,552.7194691907943,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023,21314,539.0,26.791666666666668,58.59166666666667,2078.0141666666664,3.945,0.02528854274185981,526.7463033375581,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024,29366,499.0,25.675,56.90833333333333,2033.3575,4.218,0.016992440237008785,482.066737790422,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025,16344,631.6,26.35,57.875,2099.9175,4.246,0.038644150758688205,494.56370701837017,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,10319,604.0,25.35,58.375,6685.379166666667,1.675,0.05853280356623704,3991.2711442786067,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021,16918,621.1999999999999,24.98333333333333,62.60833333333333,6894.366666666668,2.091,0.03671828821373684,3297.1624422126574,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022,18849,696.9,26.23333333333333,59.00833333333333,7040.305833333333,2.248,0.03697278370205316,3131.808644721233,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023,17045,539.0,26.791666666666668,58.59166666666667,7420.875,2.003,0.03162217659137577,3704.880179730404,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024,16122,499.0,25.675,56.90833333333333,7446.165833333333,2.265,0.030951494851755364,3287.4904341427514,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025,26469,631.6,26.35,57.875,7401.510833333334,1.925,0.023861876157013868,3844.9406926406928,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2020,22850,604.0,25.35,58.375,5593.631666666667,2.329,0.026433260393873087,2401.73107199084,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,29364,621.1999999999999,24.98333333333333,62.60833333333333,5701.23,2.311,0.021155155973300636,2466.9969710082214,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2022,7983,696.9,26.23333333333333,59.00833333333333,5790.114166666666,1.788,0.08729800826756857,3238.3188851603277,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023,13230,539.0,26.791666666666668,58.59166666666667,6037.1475,1.975,0.040740740740740744,3056.7835443037975,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024,26852,499.0,25.675,56.90833333333333,6279.009999999999,2.781,0.018583345747057948,2257.8245235526783,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025,20520,631.6,26.35,57.875,6349.64,2.66,0.03077972709551657,2387.0827067669175,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,20229,604.0,25.35,58.375,10794.949166666667,1.054,0.029858124474763954,10241.887254901962,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,5545,621.1999999999999,24.98333333333333,62.60833333333333,10768.575833333334,1.912,0.1120288548241659,5632.100331241284,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,8810,696.9,26.23333333333333,59.00833333333333,11192.769166666669,1.658,0.07910329171396141,6750.765480498594,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,5271,539.0,26.791666666666668,58.59166666666667,11368.540833333333,2.101,0.10225763612217796,5411.014199587497,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024,8430,499.0,25.675,56.90833333333333,11431.135,2.085,0.05919335705812574,5482.558752997602,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025,25144,631.6,26.35,57.875,11830.548333333332,1.557,0.025119312758510978,7598.296938557054,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,7033,745.4,26.0,62.61666666666667,2220.215833333333,3.867,0.10598606569031707,574.1442548056202,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2021,12832,597.9,26.566666666666663,59.18333333333334,2286.276666666666,4.202,0.04659445137157107,544.0924956369981,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2022,19286,532.3000000000001,24.28333333333333,61.64166666666667,2305.3475,3.627,0.027600331846935604,635.6072511717673,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2023,28895,718.6,26.275,62.30833333333334,2389.896666666667,4.31,0.02486935455961239,554.5003866976026,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2024,9805,621.5,27.08333333333333,61.39166666666667,2383.1116666666667,4.368,0.06338602753697094,545.5841727716727,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025,19561,790.9,26.016666666666666,59.458333333333336,2531.4333333333334,4.769,0.04043249322631767,530.8100929614874,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2020,8564,745.4,26.0,62.61666666666667,1904.7358333333332,3.716,0.0870387669313405,512.5769196268388,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2021,15745,597.9,26.566666666666663,59.18333333333334,1938.5016666666668,4.008,0.03797395998729755,483.65810046573523,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2022,23180,532.3000000000001,24.28333333333333,61.64166666666667,1988.4158333333332,3.768,0.022963761863675585,527.7112084217976,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2023,18832,718.6,26.275,62.30833333333334,2023.4325,3.454,0.038158453695836876,585.8229588882455,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2024,28696,621.5,27.08333333333333,61.39166666666667,2074.310833333333,3.754,0.021658070811262895,552.5601580536315,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025,26260,790.9,26.016666666666666,59.458333333333336,2087.608333333333,3.449,0.030118050266565118,605.2793080119841,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2020,9675,745.4,26.0,62.61666666666667,6940.340833333333,2.024,0.07704392764857881,3429.0221508563895,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2021,23024,597.9,26.566666666666663,59.18333333333334,6890.645833333333,1.712,0.025968554551772063,4024.9099493769468,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2022,22602,532.3000000000001,24.28333333333333,61.64166666666667,7030.3425,2.447,0.023551013184673925,2873.0455659991826,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2023,22338,718.6,26.275,62.30833333333334,7190.064166666667,1.751,0.03216939743934103,4106.261660003808,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2024,9133,621.5,27.08333333333333,61.39166666666667,7486.445833333334,1.986,0.06804992882951932,3769.610187982545,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025,18913,790.9,26.016666666666666,59.458333333333336,7555.498333333333,2.187,0.0418177972822926,3454.7317482091144,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2020,14903,745.4,26.0,62.61666666666667,5722.235833333333,2.383,0.05001677514594377,2401.2739543992166,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2021,17880,597.9,26.566666666666663,59.18333333333334,5708.089166666668,2.536,0.03343959731543624,2250.8238038906416,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2022,6591,532.3000000000001,24.28333333333333,61.64166666666667,5913.283333333333,2.98,0.08076164466697013,1984.3232662192393,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2023,6312,718.6,26.275,62.30833333333334,6139.259166666667,2.51,0.1138466413181242,2445.9199867197876,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2024,24623,621.5,27.08333333333333,61.39166666666667,6166.82,2.192,0.02524062868050197,2813.3302919708026,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025,23088,790.9,26.016666666666666,59.458333333333336,6391.545833333334,2.051,0.03425589050589051,3116.307085974321,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2020,18481,745.4,26.0,62.61666666666667,10331.223333333332,1.687,0.0403333152967913,6124.0209444773745,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021,26179,597.9,26.566666666666663,59.18333333333334,10959.194166666666,1.813,0.022838916688949155,6044.784427284427,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022,27890,532.3000000000001,24.28333333333333,61.64166666666667,10917.055833333334,1.794,0.01908569379705988,6085.315403195838,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2023,23787,718.6,26.275,62.30833333333334,11319.420833333332,2.105,0.03020977845041409,5377.397070467141,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024,5294,621.5,27.08333333333333,61.39166666666667,11561.355,1.418,0.1173970532678504,8153.282792665726,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2025,12009,790.9,26.016666666666666,59.458333333333336,12153.1275,2.431,0.06585893912898659,4999.229740847388,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020,6007,529.2,27.325,60.025000000000006,2196.2991666666667,4.137,0.08809721991010488,530.8917492546934,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2021,26736,587.2,26.33333333333333,61.53333333333333,2221.2033333333334,4.256,0.021962896469180135,521.8992794486215,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2022,5571,619.4,25.575,63.11666666666667,2301.2833333333333,4.102,0.11118291150601328,561.0149520559077,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2023,21661,621.3,26.883333333333336,66.75,2373.0416666666665,4.327,0.028682886293338254,548.4265464910253,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2024,22649,897.8,24.70833333333333,62.19166666666666,2396.2875,4.549,0.039639719192900345,526.7723675533083,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025,14077,717.3,24.891666666666666,65.22500000000001,2413.7533333333336,3.987,0.050955459259785466,605.405902516512,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2020,21378,529.2,27.325,60.025000000000006,1844.54,4.196,0.02475442043222004,439.5948522402288,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2021,26730,587.2,26.33333333333333,61.53333333333333,1928.2808333333328,3.907,0.02196782641227086,493.54513266786097,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2022,29604,619.4,25.575,63.11666666666667,1988.4625,4.003,0.020922848263748142,496.7430676992256,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2023,16801,621.3,26.883333333333336,66.75,2029.611666666667,3.478,0.03697994167013868,583.557120950738,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2024,19288,897.8,24.70833333333333,62.19166666666666,2081.2675,4.009,0.0465470759021153,519.1487902220005,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025,22482,717.3,24.891666666666666,65.22500000000001,2114.3058333333333,4.285,0.031905524419535626,493.42026448852585,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2020,27042,529.2,27.325,60.025000000000006,7030.2425,1.7,0.019569558464610608,4135.4367647058825,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2021,17857,587.2,26.33333333333333,61.53333333333333,6926.674166666667,2.154,0.032883463067704545,3215.726168368926,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2022,6980,619.4,25.575,63.11666666666667,7200.890833333334,2.078,0.08873925501432664,3465.298764837986,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2023,22175,621.3,26.883333333333336,66.75,7452.723333333332,2.147,0.028018038331454338,3471.2265176214873,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2024,23639,897.8,24.70833333333333,62.19166666666666,7420.040833333333,1.968,0.037979609966580646,3770.3459518970185,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025,22368,717.3,24.891666666666666,65.22500000000001,7762.455000000001,2.262,0.0320681330472103,3431.6777188328915,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2020,13782,529.2,27.325,60.025000000000006,5493.344166666667,2.007,0.03839791031780584,2737.0922604218567,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2021,11342,587.2,26.33333333333333,61.53333333333333,5863.911666666667,2.349,0.05177217421971434,2496.3438342557115,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2022,13884,619.4,25.575,63.11666666666667,5764.116666666666,2.042,0.044612503601267645,2822.7799542931766,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2023,20069,621.3,26.883333333333336,66.75,5982.6025,2.756,0.03095819422990682,2170.7556240928884,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2024,10797,897.8,24.70833333333333,62.19166666666666,6060.186666666667,2.204,0.08315272760952117,2749.630973986691,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2025,10109,717.3,24.891666666666666,65.22500000000001,6386.663333333334,2.095,0.07095657335047977,3048.5266507557676,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2020,21967,529.2,27.325,60.025000000000006,10368.413333333334,1.265,0.0240906814767606,8196.37417654809,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021,9167,587.2,26.33333333333333,61.53333333333333,10724.815,1.979,0.06405585251445403,5419.310257705912,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022,22773,619.4,25.575,63.11666666666667,10699.749166666666,2.156,0.027198875861766125,4962.777906617192,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023,23427,621.3,26.883333333333336,66.75,11284.3125,1.653,0.026520681265206812,6826.5653357531755,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024,15640,897.8,24.70833333333333,62.19166666666666,11807.7275,1.595,0.05740409207161125,7402.963949843261,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025,20822,717.3,24.891666666666666,65.22500000000001,11699.696666666665,2.131,0.03444914033234079,5490.237760050054,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2020,21019,871.9,26.45,60.51666666666667,2272.87,4.201,0.041481516722964934,541.03070697453,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2021,29416,735.4,26.78333333333333,64.96666666666667,2304.1775,4.087,0.024999999999999998,563.7821140200635,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2022,17236,561.9,25.08333333333333,59.625,2355.2475,3.729,0.03260037131585054,631.6029766693483,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2023,20525,540.6,26.316666666666663,58.90833333333333,2360.75,4.612,0.02633861144945189,511.8712055507372,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2024,21369,664.9,25.65,63.71666666666667,2447.9725,4.282,0.031115166830455333,571.6890471742176,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025,29892,586.7,25.4,59.225,2521.5575000000003,4.543,0.019627325036799145,555.042372881356,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2020,26767,871.9,26.45,60.51666666666667,1880.1141666666665,3.951,0.032573691485784734,475.85779971315276,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2021,18629,735.4,26.78333333333333,64.96666666666667,1890.7258333333327,4.356,0.039476085672875624,434.0509259259258,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2022,5458,561.9,25.08333333333333,59.625,1973.765,4.054,0.10294979846097471,486.8685249136655,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2023,21405,540.6,26.316666666666663,58.90833333333333,2024.955,3.918,0.025255781359495445,516.833843797856,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2024,26288,664.9,25.65,63.71666666666667,2104.620833333333,3.465,0.025292909312233717,607.3941798941798,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025,20313,586.7,25.4,59.225,2147.0975,3.523,0.028882981341997738,609.4514618223104,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2020,16894,871.9,26.45,60.51666666666667,6912.505833333334,2.001,0.05161003906712442,3454.525653839747,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2021,29363,735.4,26.78333333333333,64.96666666666667,6849.1033333333335,2.451,0.025045124816946495,2794.411804705562,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2022,5661,561.9,25.08333333333333,59.625,7218.935833333333,1.671,0.09925808161102279,4320.12916417315,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2023,21002,540.6,26.316666666666663,58.90833333333333,7297.990000000001,1.886,0.02574040567564994,3869.5599151643696,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2024,17732,664.9,25.65,63.71666666666667,7314.099166666667,1.647,0.03749718023911572,4440.861667678608,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025,12005,586.7,25.4,59.225,7734.900000000001,2.213,0.048871303623490216,3495.2101220063264,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2020,7071,871.9,26.45,60.51666666666667,5532.086666666667,1.914,0.12330646301796068,2890.3274120515503,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2021,8453,735.4,26.78333333333333,64.96666666666667,5822.294999999999,2.693,0.08699869868685674,2162.010768659487,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2022,11563,561.9,25.08333333333333,59.625,5821.681666666666,2.295,0.04859465536625443,2536.680464778504,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2023,17003,540.6,26.316666666666663,58.90833333333333,6167.5275,2.028,0.031794389225430805,3041.187130177515,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2024,22778,664.9,25.65,63.71666666666667,6295.900000000001,1.935,0.029190446922469047,3253.6950904392766,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025,25098,586.7,25.4,59.225,6286.9158333333335,2.952,0.02337636465056977,2129.7140356820237,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2020,24342,871.9,26.45,60.51666666666667,10562.348333333332,1.726,0.035818749486484266,6119.552916183854,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021,28279,735.4,26.78333333333333,64.96666666666667,10503.415833333334,2.351,0.02600516284168464,4467.637530129024,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2022,5525,561.9,25.08333333333333,59.625,11023.195833333331,2.09,0.10170135746606335,5274.256379585327,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2023,7365,540.6,26.316666666666663,58.90833333333333,11397.218333333332,1.56,0.07340122199592668,7305.9091880341875,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024,5013,664.9,25.65,63.71666666666667,11581.2525,1.546,0.13263514861360462,7491.107697283312,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2025,13321,586.7,25.4,59.225,11892.853333333333,1.659,0.044043239996997226,7168.687964637331,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
